sample	n_loci	population	group
AD06_040	21473	Adak06	Alaska
AD06_041	22076	Adak06	Alaska
AD06_042	17836	Adak06	Alaska
AD06_043	8705	Adak06	Alaska
JB121807_45.1_92bp	11762	JinhaeBay07	Korea
AD06_045	21372	Adak06	Alaska
AD06_046	20174	Adak06	Alaska
AD06_047	21190	Adak06	Alaska
GEO020414_2_92bp	23447	Geoje14	Korea
WC05_020	10009	WashCoast05	Alaska
GEO020414_26_92bp	22844	Geoje14	Korea
GEO012315_02_92bp	24474	Geoje15	Korea
JB021108_17.1_92bp	24036	JinhaeBay08	Korea
JUK07_09_rep.1_92bp	24620	Jukbyeon07	Korea
JB121807_23_92bp	14990	JinhaeBay07	Korea
PWS12_031	22401	PWSound12	Alaska
AD06_039	10563	Adak06	Alaska
AD06_038	14974	Adak06	Alaska
AD06_035	22082	Adak06	Alaska
AD06_034	6638	Adak06	Alaska
AD06_037	14520	Adak06	Alaska
GE011215_01.1_92bp	24399	Geoje15	Korea
AD06_031	2911	Adak06	Alaska
AD06_030	22546	Adak06	Alaska
JB021108_34_92bp	21710	JinhaeBay08	Korea
AD06_032	20531	Adak06	Alaska
JB121807_34.1_92bp	23855	JinhaeBay07	Korea
JB021108_33_rep_92bp	24152	JinhaeBay08	Korea
GEO020414_15_92bp	21971	Geoje14	Korea
JUK07_29.1_92bp	24600	Jukbyeon07	Korea
YS_121316_03_92bp	24327	YellowSea16	Korea
GE012315_11.1_92bp	24577	Geoje15	Korea
NA021015_16.1_92bp	24328	Namhae15	Korea
JB021108_44.1_92bp	24400	JinhaeBay08	Korea
GEO020414_6_92bp	22981	Geoje14	Korea
JB021108_41.1_92bp	20654	JinhaeBay08	Korea
YS121315_10.1_92bp	22255	YellowSea16	Korea
YS121315_14.1_92bp	24375	YellowSea16	Korea
UP03_003	22821	UnimakPass03	Alaska
JB121807_28.1_92bp	22261	JinhaeBay07	Korea
NA021015_26_92bp	24739	Namhae15	Korea
PO010715_29.1_92bp	24037	Pohang15	Korea
YS_121316_28_92bp	22226	YellowSea16	Korea
UP03_002	14935	UnimakPass03	Alaska
JB121807_11.1_92bp	24636	JinhaeBay07	Korea
GE012315_06.1_92bp	24196	Geoje15	Korea
YS_121316_26_92bp	24358	YellowSea16	Korea
WC05_037	19117	WashCoast05	Alaska
BOR07_13.1_92bp	24642	Boryeong07	Korea
WC05_035	22049	WashCoast05	Alaska
WC05_034	17024	WashCoast05	Alaska
WC05_033	21655	WashCoast05	Alaska
JB021108_35_rep_92bp	20722	JinhaeBay08	Korea
WC05_031	19105	WashCoast05	Alaska
WC05_030	13258	WashCoast05	Alaska
JUK07_22_92bp	22074	Jukbyeon07	Korea
YS121315_12_92bp	24504	YellowSea16	Korea
WC05_039	7328	WashCoast05	Alaska
WC05_038	3246	WashCoast05	Alaska
PO020515_05.1_92bp	23577	Pohang15	Korea
GE012315_01.1_92bp	23262	Geoje15	Korea
JB021108_20_92bp	20111	JinhaeBay08	Korea
JB021108_02.1_92bp	22900	JinhaeBay08	Korea
UP03_022	21474	UnimakPass03	Alaska
UP03_021	22613	UnimakPass03	Alaska
UP03_020	17117	UnimakPass03	Alaska
JUK07_25_92bp	20033	Jukbyeon07	Korea
UP03_026	3781	UnimakPass03	Alaska
NA021015_08.1_92bp	22872	Namhae15	Korea
BOR07_01_92bp	18803	Boryeong07	Korea
UP03_029	22852	UnimakPass03	Alaska
UP03_028	14259	UnimakPass03	Alaska
UP03_033	12278	UnimakPass03	Alaska
JB121807_43_92bp	24331	JinhaeBay07	Korea
GEO020414_17_300_92bp	22915	Geoje14	Korea
JB021108_40_2_92bp	21550	JinhaeBay08	Korea
JB121807_36_c_92bp	9095	JinhaeBay07	Korea
GE011215_15.1_92bp	24326	Geoje15	Korea
JB121807_16_2_92bp	24374	JinhaeBay07	Korea
UP03_038	18444	UnimakPass03	Alaska
JB121807_21.1_92bp	21896	JinhaeBay07	Korea
GEO020414_24_92bp	24415	Geoje14	Korea
HS04_010	11153	HecStrait04	Alaska
KOD03_063	22350	Kodiak03	Alaska
AD06_004	22306	Adak06	Alaska
AD06_005	8311	Adak06	Alaska
AD06_006	20613	Adak06	Alaska
AD06_007	21323	Adak06	Alaska
AD06_001	23061	Adak06	Alaska
AD06_002	5388	Adak06	Alaska
AD06_003	21259	Adak06	Alaska
PS12_003	22462	SalishSea12_13	Alaska
NA021015_10.1_92bp	24272	Namhae15	Korea
AD06_008	22935	Adak06	Alaska
AD06_009	15448	Adak06	Alaska
HS04_017	23341	HecStrait04	Alaska
JB021108_28_2_92bp	17024	JinhaeBay08	Korea
JB021108_06_92bp	24060	JinhaeBay08	Korea
YS_121316_04_92bp	21794	YellowSea16	Korea
