LIST OF LOGLIKELIHOODS

This output shows the Ln(Likelihood) for each of the four following
relationships:

U  = Unrelated
HS = Half Sibs
FS = Full Sibs
PO = Parent / Offspring

Interpretation

R                     This column lists the relationship with the highest likelihood.
LnL(R)                This column lists the log likelihood of R
Delta Ln(L)           These columns list how much lower the log likelihoods are for
                          the other relationships. For example, if there is a 2.1
                          the FS column, it means that the loglikelihood of the
                          individuals being full sibs is 2.1 less than the
                          loglikelihood of the relationship with the highest
                          likelihood.

Note:                 A Delta Ln(L) of '9999' indicates that the relationship
                           is not possible.


						Delta Ln(L)
Ind1	Ind2	R	LnL(R)		U	HS	FS	PO
PS12_035	PS12_010	U	-2663.34		-	35.01	199.57	9999
PS12_035	PS12_011	U	-2744.85		-	27.20	173.85	9999
PS12_035	PS12_012	U	-3212.25		-	55.78	249.58	9999
PS12_035	PS12_013	U	-3053.69		-	63.70	258.42	9999
PS12_035	PS12_016	U	-3277.78		-	41.68	227.58	9999
PS12_035	PS12_017	U	-3274.96		-	41.22	226.34	9999
PS12_035	PS12_018	U	-3128.88		-	41.96	217.17	9999
PS12_035	PS12_019	U	-2944.90		-	58.38	245.42	9999
PS12_035	PS12_020	U	-3228.49		-	52.61	258.02	9999
PS12_035	PS12_021	U	-3158.60		-	48.87	244.94	9999
PS12_035	PS12_022	U	-3244.04		-	40.28	228.19	9999
PS12_035	PS12_023	U	-2664.27		-	29.82	176.73	9999
PS12_035	PS12_024	U	-3265.74		-	56.31	267.21	9999
PS12_035	PS12_025	U	-3296.30		-	68.95	286.94	9999
PS12_035	PS12_026	U	-3054.47		-	50.14	222.09	9999
PS12_035	PS12_027	U	-3203.48		-	58.03	257.99	9999
PS12_035	PS12_028	U	-3141.54		-	31.08	203.13	9999
PS12_035	PS12_029	U	-3284.18		-	48.26	240.42	9999
PS12_035	PS12_030	U	-2970.88		-	32.58	199.63	9999
PS12_035	PS12_031	U	-3219.38		-	60.08	273.08	9999
PS12_035	PS12_032	U	-3213.10		-	59.64	252.34	9999
PS12_035	PS12_033	U	-3191.09		-	32.47	214.38	9999
PS12_035	PS12_034	U	-3114.33		-	56.47	243.06	9999
PS12_036	GS13_001	U	-3294.01		-	36.43	220.56	9999
PS12_036	GS13_002	U	-2569.60		-	51.25	204.57	9999
PS12_036	GS13_003	U	-3049.03		-	55.67	248.37	9999
PS12_036	GS13_004	U	-2668.47		-	39.77	196.66	9999
PS12_036	GS13_005	U	-3275.72		-	62.68	256.07	9999
PS12_036	GS13_006	U	-3242.41		-	60.66	269.22	9999
PS12_036	GS13_007	U	-2854.76		-	72.22	269.49	9999
PS12_036	GS13_008	U	-3188.99		-	63.16	264.92	9999
PS12_036	GS13_009	U	-2543.51		-	43.74	195.49	9999
PS12_036	GS13_010	U	-2726.21		-	40.57	203.14	9999
PS12_036	GS13_011	U	-3133.18		-	38.23	207.97	9999
PS12_036	GS13_012	U	-3254.40		-	77.09	293.48	9999
PS12_036	GS13_013	U	-3133.22		-	54.88	251.97	9999
PS12_036	GS13_014	U	-3131.37		-	66.05	262.41	9999
PS12_036	GS13_015	U	-2987.79		-	61.92	252.32	9999
PS12_036	GS13_016	U	-3180.90		-	80.24	295.86	9999
PS12_036	GS13_017	U	-3178.77		-	55.01	257.27	9999
PS12_036	PS12_001	U	-3076.57		-	57.74	254.09	9999
PS12_036	PS12_002	U	-2821.64		-	46.79	217.25	9999
PS12_036	PS12_003	U	-3184.49		-	54.28	251.17	9999
PS12_036	PS12_004	U	-2683.28		-	47.22	218.54	9999
PS12_036	PS12_005	U	-3060.73		-	42.01	212.75	9999
PS12_036	PS12_006	U	-3144.89		-	49.10	237.40	9999
PS12_036	PS12_007	U	-2946.91		-	49.45	219.05	9999
PS12_036	PS12_008	U	-3181.51		-	24.94	184.89	9999
PS12_036	PS12_009	U	-2982.54		-	75.90	284.05	9999
PS12_036	PS12_010	U	-2613.22		-	24.88	158.78	9999
PS12_036	PS12_011	U	-2717.92		-	42.62	203.78	9999
PS12_036	PS12_012	U	-3151.50		-	33.63	209.06	9999
PS12_036	PS12_013	U	-2991.43		-	39.80	212.36	9999
PS12_036	PS12_016	U	-3223.41		-	55.49	247.76	9999
PS12_036	PS12_017	U	-3220.05		-	56.18	248.40	9999
PS12_036	PS12_018	U	-3072.60		-	44.68	219.79	9999
PS12_036	PS12_019	U	-2900.09		-	58.89	235.52	9999
PS12_036	PS12_020	U	-3180.13		-	46.50	232.30	9999
PS12_036	PS12_021	U	-3108.45		-	36.91	202.57	9999
PS12_036	PS12_022	U	-3184.95		-	65.13	275.63	9999
PS12_036	PS12_023	U	-2650.35		-	51.68	225.04	9999
PS12_036	PS12_024	U	-3212.65		-	27.82	193.77	9999
PS12_036	PS12_025	U	-3234.42		-	51.91	259.74	9999
PS12_036	PS12_026	U	-3012.46		-	49.34	227.28	9999
PS12_036	PS12_027	U	-3146.64		-	39.41	219.52	9999
PS12_036	PS12_028	U	-3106.08		-	52.18	238.80	9999
PS12_036	PS12_029	U	-3222.19		-	52.20	246.08	9999
PS12_036	PS12_030	U	-2890.26		-	33.22	198.05	9999
PS12_036	PS12_031	U	-3171.82		-	26.97	195.97	9999
PS12_036	PS12_032	U	-3162.57		-	28.72	194.20	9999
PS12_036	PS12_033	U	-3140.26		-	75.54	283.26	9999
PS12_036	PS12_034	U	-3070.33		-	51.91	241.23	9999
PS12_036	PS12_035	U	-3106.59		-	42.05	227.73	9999
PS12_037	GS13_001	U	-3415.73		-	63.71	282.13	9999
PS12_037	GS13_002	U	-2632.38		-	62.77	233.43	9999
PS12_037	GS13_003	U	-3183.58		-	58.91	256.09	9999
PS12_037	GS13_004	U	-2758.51		-	47.54	218.81	9999
PS12_037	GS13_005	U	-3410.76		-	66.16	278.05	9999
PS12_037	GS13_006	U	-3371.40		-	64.95	278.79	9999
PS12_037	GS13_007	U	-2935.84		-	52.77	236.57	9999
PS12_037	GS13_008	U	-3319.57		-	64.98	274.97	9999
PS12_037	GS13_009	U	-2652.89		-	28.42	184.54	9999
PS12_037	GS13_010	U	-2836.16		-	55.34	240.09	9999
PS12_037	GS13_011	U	-3255.37		-	57.11	254.13	9999
PS12_037	GS13_012	U	-3389.69		-	69.12	296.08	9999
PS12_037	GS13_013	U	-3239.41		-	80.20	291.48	9999
PS12_037	GS13_014	U	-3257.49		-	71.33	291.83	9999
PS12_037	GS13_015	U	-3087.05		-	50.19	238.97	9999
PS12_037	GS13_016	U	-3323.18		-	77.45	292.39	9999
PS12_037	GS13_017	U	-3331.85		-	76.05	293.54	9999
PS12_037	PS12_001	U	-3209.69		-	66.17	273.10	9999
PS12_037	PS12_002	U	-2943.06		-	36.58	203.08	9999
PS12_037	PS12_003	U	-3313.94		-	57.47	256.38	9999
PS12_037	PS12_004	U	-2785.36		-	57.39	230.33	9999
PS12_037	PS12_005	U	-3189.67		-	73.33	285.11	9999
PS12_037	PS12_006	U	-3283.35		-	46.85	234.89	9999
PS12_037	PS12_007	U	-3064.12		-	56.67	253.01	9999
PS12_037	PS12_008	U	-3313.93		-	60.64	272.43	9999
PS12_037	PS12_009	U	-3112.60		-	63.78	270.63	9999
PS12_037	PS12_010	U	-2725.21		-	50.55	223.65	9999
PS12_037	PS12_011	U	-2811.10		-	54.67	232.73	9999
PS12_037	PS12_012	U	-3293.07		-	62.68	267.10	9999
PS12_037	PS12_013	U	-3121.69		-	58.59	251.00	9999
PS12_037	PS12_016	U	-3360.77		-	83.90	307.87	9999
PS12_037	PS12_017	U	-3357.11		-	84.73	309.38	9999
PS12_037	PS12_018	U	-3216.69		-	52.55	240.93	9999
PS12_037	PS12_019	U	-3019.72		-	57.52	246.74	9999
PS12_037	PS12_020	U	-3309.56		-	72.71	287.63	9999
PS12_037	PS12_021	U	-3246.60		-	51.32	253.00	9999
PS12_037	PS12_022	U	-3321.21		-	63.56	258.93	9999
PS12_037	PS12_023	U	-2706.21		-	62.00	243.19	9999
PS12_037	PS12_024	U	-3344.77		-	53.48	262.64	9999
PS12_037	PS12_025	U	-3367.90		-	68.21	293.70	9999
PS12_037	PS12_026	U	-3134.01		-	64.84	256.50	9999
PS12_037	PS12_027	U	-3293.73		-	67.39	273.68	9999
PS12_037	PS12_028	U	-3237.00		-	63.36	277.09	9999
PS12_037	PS12_029	U	-3363.07		-	24.87	207.86	9999
PS12_037	PS12_030	U	-3029.44		-	34.37	207.14	9999
PS12_037	PS12_031	U	-3294.88		-	58.50	264.27	9999
PS12_037	PS12_032	U	-3298.02		-	60.76	270.18	9999
PS12_037	PS12_033	U	-3273.91		-	42.88	226.74	9999
PS12_037	PS12_034	U	-3191.64		-	67.94	280.32	9999
PS12_037	PS12_035	U	-3231.25		-	55.60	261.04	9999
PS12_037	PS12_036	U	-3188.73		-	46.48	230.50	9999
PS12_038	GS13_001	U	-3067.37		-	44.89	216.85	9999
PS12_038	GS13_002	U	-2431.56		-	47.79	196.02	9999
PS12_038	GS13_003	U	-2907.67		-	59.51	243.35	9999
PS12_038	GS13_004	U	-2566.11		-	46.11	190.56	9999
PS12_038	GS13_005	U	-3062.58		-	65.56	269.26	9999
PS12_038	GS13_006	U	-3025.53		-	74.85	276.44	9999
PS12_038	GS13_007	U	-2687.39		-	49.37	211.39	9999
PS12_038	GS13_008	U	-2983.16		-	54.35	251.82	9999
PS12_038	GS13_009	U	-2407.27		-	52.39	207.53	9999
PS12_038	GS13_010	U	-2609.94		-	44.71	189.14	9999
PS12_038	GS13_011	U	-2943.45		-	69.64	265.67	9999
PS12_038	GS13_012	U	-3049.96		-	66.00	270.17	9999
PS12_038	GS13_013	U	-2942.05		-	50.36	228.86	9999
PS12_038	GS13_014	U	-2942.99		-	72.97	273.38	9999
PS12_038	GS13_015	U	-2854.86		-	65.19	249.04	9999
PS12_038	GS13_016	U	-2973.10		-	64.52	253.34	9999
PS12_038	GS13_017	U	-2969.83		-	65.16	253.45	9999
PS12_038	PS12_001	U	-2884.81		-	52.40	233.20	9999
PS12_038	PS12_002	U	-2719.91		-	54.60	224.17	9999
PS12_038	PS12_003	U	-3000.96		-	68.25	260.47	9999
PS12_038	PS12_004	U	-2564.63		-	56.05	222.20	9999
PS12_038	PS12_005	U	-2862.72		-	37.67	203.19	9999
PS12_038	PS12_006	U	-2944.69		-	42.96	209.44	9999
PS12_038	PS12_007	U	-2766.61		-	55.40	229.48	9999
PS12_038	PS12_008	U	-2988.15		-	38.32	212.61	9999
PS12_038	PS12_009	U	-2854.33		-	61.82	252.49	9999
PS12_038	PS12_010	U	-2543.53		-	44.16	195.65	9999
PS12_038	PS12_011	U	-2549.27		-	39.45	176.25	9999
PS12_038	PS12_012	U	-2958.52		-	55.89	237.64	9999
PS12_038	PS12_013	U	-2837.84		-	55.39	236.67	9999
PS12_038	PS12_016	U	-3030.12		-	57.29	233.93	9999
PS12_038	PS12_017	U	-3024.47		-	57.56	234.24	9999
PS12_038	PS12_018	U	-2876.05		-	34.40	200.18	9999
PS12_038	PS12_019	U	-2779.49		-	44.68	214.63	9999
PS12_038	PS12_020	U	-2988.75		-	79.60	273.85	9999
PS12_038	PS12_021	U	-2923.88		-	69.41	253.86	9999
PS12_038	PS12_022	U	-2998.23		-	50.93	226.08	9999
PS12_038	PS12_023	U	-2540.88		-	45.97	203.34	9999
PS12_038	PS12_024	U	-3005.19		-	51.21	230.11	9999
PS12_038	PS12_025	U	-3028.87		-	71.00	266.80	9999
PS12_038	PS12_026	U	-2836.07		-	48.81	212.92	9999
PS12_038	PS12_027	U	-2936.99		-	48.42	229.13	9999
PS12_038	PS12_028	U	-2908.42		-	43.07	224.12	9999
PS12_038	PS12_029	U	-3019.75		-	56.31	247.12	9999
PS12_038	PS12_030	U	-2742.78		-	52.60	233.37	9999
PS12_038	PS12_031	U	-2993.22		-	45.40	225.49	9999
PS12_038	PS12_032	U	-2958.56		-	38.66	209.37	9999
PS12_038	PS12_033	U	-2958.53		-	45.80	225.62	9999
PS12_038	PS12_034	U	-2903.74		-	56.43	232.19	9999
PS12_038	PS12_035	U	-2911.61		-	53.48	232.32	9999
PS12_038	PS12_036	U	-2838.15		-	52.51	221.35	9999
PS12_038	PS12_037	U	-2979.88		-	44.92	218.98	9999
PS12_039	GS13_001	U	-2672.30		-	71.06	253.20	9999
PS12_039	GS13_002	U	-2152.31		-	38.24	175.79	9999
PS12_039	GS13_003	U	-2505.91		-	39.98	189.46	9999
PS12_039	GS13_004	U	-2318.11		-	49.44	201.10	9999
PS12_039	GS13_005	U	-2639.17		-	44.50	213.96	9999
PS12_039	GS13_006	U	-2597.18		-	43.91	201.77	9999
PS12_039	GS13_007	U	-2347.69		-	63.54	217.56	9999
PS12_039	GS13_008	U	-2567.54		-	37.99	181.38	9999
PS12_039	GS13_009	U	-2186.83		-	50.03	189.24	9999
PS12_039	GS13_010	U	-2327.85		-	38.41	187.66	9999
PS12_039	GS13_011	U	-2530.87		-	51.65	198.94	9999
PS12_039	GS13_012	U	-2647.22		-	55.58	224.40	9999
PS12_039	GS13_013	U	-2571.83		-	53.53	224.70	9999
PS12_039	GS13_014	U	-2537.81		-	34.48	191.95	9999
PS12_039	GS13_015	U	-2481.97		-	45.40	198.61	9999
PS12_039	GS13_016	U	-2574.36		-	41.85	195.92	9999
PS12_039	GS13_017	U	-2593.19		-	59.31	227.14	9999
PS12_039	PS12_001	U	-2490.02		-	54.24	225.59	9999
PS12_039	PS12_002	U	-2370.00		-	31.33	176.35	9999
PS12_039	PS12_003	U	-2555.18		-	28.32	177.44	9999
PS12_039	PS12_004	U	-2242.49		-	58.27	209.76	9999
PS12_039	PS12_005	U	-2499.07		-	46.45	199.14	9999
PS12_039	PS12_006	U	-2536.44		-	53.82	213.51	9999
PS12_039	PS12_007	U	-2444.23		-	37.09	182.90	9999
PS12_039	PS12_008	U	-2566.71		-	69.23	254.19	9999
PS12_039	PS12_009	U	-2455.80		-	49.01	217.92	9999
PS12_039	PS12_010	U	-2233.07		-	34.88	164.60	9999
PS12_039	PS12_011	U	-2232.32		-	34.20	164.12	9999
PS12_039	PS12_012	U	-2545.30		-	49.98	216.06	9999
PS12_039	PS12_013	U	-2490.74		-	62.96	230.22	9999
PS12_039	PS12_016	U	-2561.16		-	29.04	172.31	9999
PS12_039	PS12_017	U	-2560.20		-	29.29	173.29	9999
PS12_039	PS12_018	U	-2518.14		-	30.57	167.26	9999
PS12_039	PS12_019	U	-2475.12		-	50.11	205.40	9999
PS12_039	PS12_020	U	-2567.87		-	58.05	226.52	9999
PS12_039	PS12_021	U	-2531.14		-	53.77	211.44	9999
PS12_039	PS12_022	U	-2613.86		-	65.03	232.44	9999
PS12_039	PS12_023	U	-2250.13		-	38.49	164.43	9999
PS12_039	PS12_024	U	-2639.78		-	36.47	183.70	9999
PS12_039	PS12_025	U	-2628.27		-	55.96	225.84	9999
PS12_039	PS12_026	U	-2460.78		-	58.38	224.05	9999
PS12_039	PS12_027	U	-2593.04		-	42.52	202.74	9999
PS12_039	PS12_028	U	-2527.57		-	60.79	231.94	9999
PS12_039	PS12_029	U	-2635.42		-	22.84	170.55	9999
PS12_039	PS12_030	U	-2401.00		-	27.22	164.23	9999
PS12_039	PS12_031	U	-2588.26		-	39.72	194.11	9999
PS12_039	PS12_032	U	-2580.02		-	54.68	222.16	9999
PS12_039	PS12_033	U	-2567.11		-	46.32	199.48	9999
PS12_039	PS12_034	U	-2525.55		-	36.36	181.40	9999
PS12_039	PS12_035	U	-2524.09		-	27.19	174.11	9999
PS12_039	PS12_036	U	-2512.66		-	43.25	198.48	9999
PS12_039	PS12_037	U	-2569.06		-	22.47	156.89	9999
PS12_039	PS12_038	U	-2354.41		-	54.59	203.52	9999
PS12_040	GS13_001	U	-3373.82		-	41.87	233.70	9999
PS12_040	GS13_002	U	-2594.41		-	61.50	232.00	9999
PS12_040	GS13_003	U	-3147.16		-	42.41	230.69	9999
PS12_040	GS13_004	U	-2736.12		-	59.27	242.83	9999
PS12_040	GS13_005	U	-3358.37		-	54.00	261.22	9999
PS12_040	GS13_006	U	-3331.35		-	51.53	259.65	9999
PS12_040	GS13_007	U	-2901.44		-	51.87	231.19	9999
PS12_040	GS13_008	U	-3268.63		-	71.14	293.21	9999
PS12_040	GS13_009	U	-2593.51		-	36.56	189.94	9999
PS12_040	GS13_010	U	-2786.42		-	25.89	176.36	9999
PS12_040	GS13_011	U	-3209.65		-	30.51	203.72	9999
PS12_040	GS13_012	U	-3344.77		-	58.93	268.70	9999
PS12_040	GS13_013	U	-3206.13		-	49.05	246.95	9999
PS12_040	GS13_014	U	-3219.31		-	38.40	218.74	9999
PS12_040	GS13_015	U	-3038.04		-	59.97	249.65	9999
PS12_040	GS13_016	U	-3274.31		-	78.45	305.78	9999
PS12_040	GS13_017	U	-3275.90		-	59.57	266.40	9999
PS12_040	PS12_001	U	-3155.69		-	58.47	253.57	9999
PS12_040	PS12_002	U	-2900.81		-	37.50	203.09	9999
PS12_040	PS12_003	U	-3267.31		-	47.69	233.68	9999
PS12_040	PS12_004	U	-2746.72		-	26.81	177.10	9999
PS12_040	PS12_005	U	-3147.42		-	36.31	206.54	9999
PS12_040	PS12_006	U	-3233.69		-	59.38	263.29	9999
PS12_040	PS12_007	U	-3035.43		-	69.42	269.48	9999
PS12_040	PS12_008	U	-3269.45		-	74.45	286.35	9999
PS12_040	PS12_009	U	-3045.04		-	53.92	244.18	9999
PS12_040	PS12_010	U	-2692.43		-	29.36	181.24	9999
PS12_040	PS12_011	U	-2779.10		-	37.70	194.07	9999
PS12_040	PS12_012	U	-3246.02		-	27.70	193.14	9999
PS12_040	PS12_013	U	-3074.75		-	57.52	245.25	9999
PS12_040	PS12_016	U	-3309.73		-	55.76	260.86	9999
PS12_040	PS12_017	U	-3305.67		-	56.23	261.29	9999
PS12_040	PS12_018	U	-3160.50		-	53.68	240.39	9999
PS12_040	PS12_019	U	-2986.70		-	43.92	221.78	9999
PS12_040	PS12_020	U	-3263.30		-	48.25	238.95	9999
PS12_040	PS12_021	U	-3200.74		-	49.08	240.17	9999
PS12_040	PS12_022	U	-3277.99		-	72.24	288.62	9999
PS12_040	PS12_023	U	-2689.77		-	49.07	206.51	9999
PS12_040	PS12_024	U	-3300.26		-	64.74	272.20	9999
PS12_040	PS12_025	U	-3329.34		-	73.12	295.62	9999
PS12_040	PS12_026	U	-3088.64		-	19.82	174.22	9999
PS12_040	PS12_027	U	-3242.53		-	55.53	255.91	9999
PS12_040	PS12_028	U	-3175.00		-	42.61	224.82	9999
PS12_040	PS12_029	U	-3320.64		-	59.55	263.62	9999
PS12_040	PS12_030	U	-2993.46		-	43.80	217.26	9999
PS12_040	PS12_031	U	-3247.87		-	58.09	264.57	9999
PS12_040	PS12_032	U	-3246.20		-	56.26	256.65	9999
PS12_040	PS12_033	U	-3221.40		-	36.32	227.12	9999
PS12_040	PS12_034	U	-3141.65		-	55.12	248.57	9999
PS12_040	PS12_035	U	-3192.46		-	50.10	241.26	9999
PS12_040	PS12_036	U	-3143.40		-	43.38	226.40	9999
PS12_040	PS12_037	U	-3275.84		-	62.05	265.52	9999
PS12_040	PS12_038	U	-2940.26		-	39.90	207.71	9999
PS12_040	PS12_039	U	-2514.79		-	44.89	206.60	9999
PS12_041	GS13_001	U	-3193.46		-	48.09	238.12	9999
PS12_041	GS13_002	U	-2493.85		-	44.65	199.39	9999
PS12_041	GS13_003	U	-2951.35		-	30.77	190.21	9999
PS12_041	GS13_004	U	-2601.49		-	26.94	175.38	9999
PS12_041	GS13_005	U	-3173.67		-	35.79	204.67	9999
PS12_041	GS13_006	U	-3143.78		-	34.55	205.97	9999
PS12_041	GS13_007	U	-2746.93		-	53.44	234.50	9999
PS12_041	GS13_008	U	-3093.79		-	39.64	216.11	9999
PS12_041	GS13_009	U	-2494.49		-	36.33	194.73	9999
PS12_041	GS13_010	U	-2641.33		-	29.41	170.48	9999
PS12_041	GS13_011	U	-3028.52		-	47.62	226.71	9999
PS12_041	GS13_012	U	-3170.32		-	31.05	206.44	9999
PS12_041	GS13_013	U	-3036.60		-	54.62	248.20	9999
PS12_041	GS13_014	U	-3051.40		-	41.66	215.50	9999
PS12_041	GS13_015	U	-2919.89		-	25.84	189.62	9999
PS12_041	GS13_016	U	-3098.18		-	45.76	224.81	9999
PS12_041	GS13_017	U	-3098.89		-	56.95	247.76	9999
PS12_041	PS12_001	U	-2991.46		-	46.31	225.60	9999
PS12_041	PS12_002	U	-2761.13		-	28.95	171.93	9999
PS12_041	PS12_003	U	-3093.41		-	43.99	229.97	9999
PS12_041	PS12_004	U	-2613.30		-	50.64	211.78	9999
PS12_041	PS12_005	U	-2967.58		-	40.44	213.84	9999
PS12_041	PS12_006	U	-3048.69		-	39.79	213.55	9999
PS12_041	PS12_007	U	-2890.10		-	41.94	207.69	9999
PS12_041	PS12_008	U	-3103.60		-	60.73	252.21	9999
PS12_041	PS12_009	U	-2908.16		-	48.48	240.62	9999
PS12_041	PS12_010	U	-2543.96		-	37.89	192.42	9999
PS12_041	PS12_011	U	-2640.68		-	23.34	159.74	9999
PS12_041	PS12_012	U	-3071.07		-	36.11	191.82	9999
PS12_041	PS12_013	U	-2907.58		-	51.49	236.65	9999
PS12_041	PS12_016	U	-3137.90		-	40.73	228.82	9999
PS12_041	PS12_017	U	-3136.77		-	41.23	229.25	9999
PS12_041	PS12_018	U	-2986.46		-	30.20	185.34	9999
PS12_041	PS12_019	U	-2798.81		-	28.26	177.83	9999
PS12_041	PS12_020	U	-3090.36		-	46.52	224.59	9999
PS12_041	PS12_021	U	-3022.45		-	32.09	195.12	9999
PS12_041	PS12_022	U	-3112.24		-	40.75	219.21	9999
PS12_041	PS12_023	U	-2565.32		-	44.90	209.98	9999
PS12_041	PS12_024	U	-3120.37		-	7.92	142.68	9999
PS12_041	PS12_025	U	-3150.37		-	60.69	255.58	9999
PS12_041	PS12_026	U	-2903.90		-	37.59	206.63	9999
PS12_041	PS12_027	U	-3079.64		-	34.40	202.28	9999
PS12_041	PS12_028	U	-3018.67		-	58.62	260.63	9999
PS12_041	PS12_029	U	-3130.38		-	40.84	212.70	9999
PS12_041	PS12_030	U	-2810.41		-	27.83	172.98	9999
PS12_041	PS12_031	U	-3065.26		-	48.40	228.70	9999
PS12_041	PS12_032	U	-3072.26		-	22.28	175.68	9999
PS12_041	PS12_033	U	-3048.72		-	31.25	190.90	9999
PS12_041	PS12_034	U	-2981.93		-	18.73	170.95	9999
PS12_041	PS12_035	U	-3013.96		-	42.40	201.79	9999
PS12_041	PS12_036	U	-2982.21		-	18.25	168.34	9999
PS12_041	PS12_037	U	-3112.57		-	29.70	192.86	9999
PS12_041	PS12_038	U	-2770.94		-	37.57	199.05	9999
PS12_041	PS12_039	U	-2424.28		-	18.35	153.80	9999
PS12_041	PS12_040	U	-3046.59		-	27.50	197.07	9999
PS12_042	GS13_001	U	-2984.58		-	72.69	283.99	9999
PS12_042	GS13_002	U	-2369.54		-	41.96	184.45	9999
PS12_042	GS13_003	U	-2815.57		-	68.10	256.48	9999
PS12_042	GS13_004	U	-2494.48		-	36.35	184.59	9999
PS12_042	GS13_005	U	-2950.31		-	66.53	251.41	9999
PS12_042	GS13_006	U	-2917.95		-	70.16	262.47	9999
PS12_042	GS13_007	U	-2595.60		-	36.96	188.93	9999
PS12_042	GS13_008	U	-2878.61		-	39.57	215.78	9999
PS12_042	GS13_009	U	-2405.38		-	28.58	166.60	9999
PS12_042	GS13_010	U	-2564.10		-	47.35	205.30	9999
PS12_042	GS13_011	U	-2816.47		-	53.61	233.05	9999
PS12_042	GS13_012	U	-2959.52		-	50.35	233.78	9999
PS12_042	GS13_013	U	-2876.05		-	77.15	269.48	9999
PS12_042	GS13_014	U	-2870.01		-	47.95	222.17	9999
PS12_042	GS13_015	U	-2767.06		-	52.37	232.62	9999
PS12_042	GS13_016	U	-2886.59		-	45.89	220.39	9999
PS12_042	GS13_017	U	-2865.68		-	36.44	206.72	9999
PS12_042	PS12_001	U	-2807.50		-	54.03	233.40	9999
PS12_042	PS12_002	U	-2650.31		-	56.18	228.11	9999
PS12_042	PS12_003	U	-2876.06		-	58.37	239.41	9999
PS12_042	PS12_004	U	-2506.72		-	47.89	193.76	9999
PS12_042	PS12_005	U	-2791.94		-	57.18	237.15	9999
PS12_042	PS12_006	U	-2838.64		-	49.40	220.81	9999
PS12_042	PS12_007	U	-2746.82		-	35.49	191.34	9999
PS12_042	PS12_008	U	-2889.37		-	66.32	263.01	9999
PS12_042	PS12_009	U	-2763.11		-	33.92	203.22	9999
PS12_042	PS12_010	U	-2485.58		-	57.09	220.12	9999
PS12_042	PS12_011	U	-2497.92		-	44.90	199.46	9999
PS12_042	PS12_012	U	-2842.55		-	41.94	203.31	9999
PS12_042	PS12_013	U	-2745.88		-	69.19	263.93	9999
PS12_042	PS12_016	U	-2914.64		-	61.41	250.66	9999
PS12_042	PS12_017	U	-2915.65		-	62.03	251.27	9999
PS12_042	PS12_018	U	-2798.06		-	47.14	222.43	9999
PS12_042	PS12_019	U	-2754.46		-	37.34	198.05	9999
PS12_042	PS12_020	U	-2853.73		-	63.79	254.77	9999
PS12_042	PS12_021	U	-2822.64		-	59.56	246.04	9999
PS12_042	PS12_022	U	-2910.52		-	46.08	216.33	9999
PS12_042	PS12_023	U	-2481.23		-	25.62	154.74	9999
PS12_042	PS12_024	U	-2931.98		-	46.14	220.93	9999
PS12_042	PS12_025	U	-2941.49		-	50.75	228.04	9999
PS12_042	PS12_026	U	-2781.31		-	31.23	189.20	9999
PS12_042	PS12_027	U	-2860.62		-	43.16	216.96	9999
PS12_042	PS12_028	U	-2838.68		-	51.00	231.50	9999
PS12_042	PS12_029	U	-2927.37		-	49.98	225.48	9999
PS12_042	PS12_030	U	-2684.99		-	24.38	156.04	9999
PS12_042	PS12_031	U	-2906.99		-	52.17	242.22	9999
PS12_042	PS12_032	U	-2893.20		-	55.11	245.39	9999
PS12_042	PS12_033	U	-2882.68		-	57.03	233.97	9999
PS12_042	PS12_034	U	-2814.29		-	38.38	209.18	9999
PS12_042	PS12_035	U	-2844.13		-	53.71	235.34	9999
PS12_042	PS12_036	U	-2788.12		-	45.11	214.17	9999
PS12_042	PS12_037	U	-2888.71		-	45.70	228.64	9999
PS12_042	PS12_038	U	-2709.62		-	46.37	205.61	9999
PS12_042	PS12_039	U	-2423.60		-	38.11	186.53	9999
PS12_042	PS12_040	U	-2876.77		-	39.85	207.75	9999
PS12_042	PS12_041	HS	-2661.02		27.02	-	111.57	9999
PS12_044	GS13_001	U	-3280.33		-	62.69	264.82	9999
PS12_044	GS13_002	U	-2518.80		-	59.64	227.27	9999
PS12_044	GS13_003	U	-3047.29		-	82.92	299.67	9999
PS12_044	GS13_004	U	-2648.92		-	56.54	230.52	9999
PS12_044	GS13_005	U	-3261.24		-	46.94	251.66	9999
PS12_044	GS13_006	U	-3224.17		-	88.49	317.45	9999
PS12_044	GS13_007	U	-2835.43		-	72.45	261.45	9999
PS12_044	GS13_008	U	-3181.60		-	60.81	259.99	9999
PS12_044	GS13_009	U	-2526.69		-	43.18	189.90	9999
PS12_044	GS13_010	U	-2734.13		-	82.80	275.61	9999
PS12_044	GS13_011	U	-3100.14		-	37.74	208.31	9999
PS12_044	GS13_012	U	-3254.38		-	48.57	248.61	9999
PS12_044	GS13_013	U	-3124.29		-	68.96	273.64	9999
PS12_044	GS13_014	U	-3113.82		-	60.84	252.90	9999
PS12_044	GS13_015	U	-2956.42		-	40.49	213.19	9999
PS12_044	GS13_016	U	-3171.04		-	62.32	262.41	9999
PS12_044	GS13_017	U	-3169.07		-	72.51	278.74	9999
PS12_044	PS12_001	U	-3066.54		-	32.18	204.86	9999
PS12_044	PS12_002	U	-2846.18		-	47.63	210.54	9999
PS12_044	PS12_003	U	-3167.39		-	49.75	244.48	9999
